id,text,Anger,Disgust,Fear,Sadness,Joy,Surprise
amh_dev_track1_2137,የኢትዮጵያን ጠላት ያቀጠለ እሬቻ,0,0,0,0,0,0
amh_dev_track1_2138,አስክሬን መመመርመር አለበት እዴት ዉሀ ልጠጣ ብላ በሄደችበት እዴት ሞታ ተገኘች ያማል በስደት ያለሽዉ እናት ምን ያጽናናናሽ ይሆን አይ መከራ 😭😭😭,0,0,0,1,0,0
amh_dev_track1_2139,በጣም ግሩም ነው በርታ ግን ያልተጠየቀ ጥያቄ ለምሣሌ ሙሉ ቻርጅ ለማድረግ ምን ያህል ጊዜ ይፈጃል በአንድ ሙሉ ቻርጅስ ምን ያህል ይጓዛል በተጨማሪ የመስክ ሙከራህን ሰፋ ብታደርገው,0,0,0,0,1,0
amh_dev_track1_2140,አዲስ የተገኘው የአልዘሚር በሽታ መድኃኒት ተስፋ ሰጪ ውጤት አሳየ,0,0,0,0,1,0
amh_dev_track1_2141,ቅዳሜ ምሽት አይመስልም ?,0,0,0,0,0,0
amh_dev_track1_2142,የመንጋው አብይ አህመድ ቡድን በፋኖ ግስጋሴ ጭንቅ ውስጥ ስለገባ እንደ ታየ ደንደአ አይነቱን አዲስና ሌላ በፊት አንጋሳ ከተወነው ለየት ያለ አዲስ ድራማ መስራት አስፈልጎታል ድራማው ለአማራው ህዝብ የህልውና ተጋድሎ ምኑም አይደለም ከሚጃጃሉት ጥቂት አማራወችና ሆዳም በአደኖች በስተቀር ትወናው በራሱ አማራውን አይበርደውም አይሞቀውም ምኑም አይደለማ ወደፊት ብቻ,1,1,0,0,0,0
amh_dev_track1_2143,የበታችነት ስሜት ግን እንዴት አደገኛ ነገር ነው በፈጣሪ። እንደ ሽሮ ተንተከተከ እኮ ኩሱ I mean ቄሱ።,1,1,0,0,0,0
amh_dev_track1_2144,የምድር ዉበት ከንቱ ነዉ ይረግፋል ፧,0,0,0,1,0,0
amh_dev_track1_2145,ደሬእባክህ ሰውነትህን ቀንስውፍረት ለጤና ጥሩ አይደለምእንድትኖርልን እንፈልጋለን,0,0,0,0,0,0
amh_dev_track1_2146,ይገርማል ሳውዲ ኣህዛብሃገር ሁነን ሁለት ሶስት መስቀል እያረግንበ እስራኤል በጌታ ሃገር መስቀል ማውለቅ ያሳዝናል ላንተ የደረስ ልዑል እግዚአብሔር ለኛምይ ድረስልን ፀጋውን ያብዛልን ኑርልን አባየ የኔ ስስት ,0,0,0,1,0,0
amh_dev_track1_2147,ጃዋር መሀመድ በቀለ ገርባ ሀምዛ ቦረኛ ሽመልስ አብዲሳ ጀነራል አበባዉ ፊማብርሀኑ ጁላ አየር ሀይል ይርዳ መርዳሳ ተመስገን ጥሩነህ አብይ መሀመድ አዳነች አቤቤ ጃል መሮ ጃል ሰኒ እና የአማራ ብአዴን አመራሮች በንፁሀን ላይ ለፈፀማችሁት ግፍ ስቃይ ሞት በሚልየን የሚቆጠሩ አማሮች በሚልየን የሚቆጠሩ ትግራዋይ እንዲሁም ሌሎች ብሄሮች ላይ ላደረሳችሁትና እያደረሳችሁ ላለዉ አሰቃቂ ግፍ እንደየደረጃዉ የሚወሰድ እርምጃ ይኖራል እመኑኝ የግዜ ጉዳይ ነ,1,1,0,0,0,0
amh_dev_track1_2148,አዲስ አበባ ውስጥ የአህያ ብቻ ሣይሆን የውሻን ስጋ የበግና የፍየል ነው እያሉ ማቅረብ ተጀምሯል እሄም እጅ ከፍንጅ የተያዙ የስጋ ቤቶችና ምግብ ቤቶች ታይተዋል በዚህ ላይ በጣም የሚገርመው በቆዳቸው ላይ ቁስለት ያለባቸውን አህዮችና ውሾች ሞተው የተጣሉትን ሁሉ በድብቅ በመኪና እየጫኑ ለስጋ ቤቶችና ለምግብ ቤቶች ማቅረብ ጀምረዋል ታዲያ እነዚህ ክፉ ስግብግብ ሂሊናቢስ ነጋዴዎች ከነሱ ላይ በርካሽ ዋጋ ከተቀበሉ ቡሃላ ከሌላ የስጋ አይነት ጋር ቀ,1,1,0,0,0,0
amh_dev_track1_2149,እይታህን የቅይርክበት ቅጽበት ምርት የአካል ስሪትህን እንደገና የጽፍክበት ቅጽበት ምርት ነው,0,0,0,0,0,0
amh_dev_track1_2150,እኛ እንደ ሀገር ከእስራኤል ጋር የተለየና የተሻለ ግንኙነት አለን ስትል ስሰማ ገረመኝ አንተ የምታውቀውን ያክል መንግስት ስለ ጉዳዩ የማያውቅ ይመስለሃል  ስው ለሆዱ ሳይሆን ለህሊናው ነው የሚኖረው ትለረቅ ሰው ትመስለኝ ነበር ,1,1,0,0,0,0
amh_dev_track1_2151,እንግዲህ ተወልደን ያደግነው እዚያው ኢትዮጵያ ውስጥ ነው ሲደረግ የነበረው ምልመላ በዘመድ እና በባለስልጣን ዘመድ በኩል ብቻ ነበር አሁንም ቢሆን በኢትዮጵያ መርከብ በኢትዮጵያ አየር መንገድ ውስጥም ሳይቀር ያው ነው እየተሰራ ያለው ትክክለኛ አሰራር ቢኖር ከየክልሉ ከ10ኛ ክፍል ጅምሮ ጥሩ ውጤት ያላቸው ተማሪዎች መመልመል ቢችሉ መልካም ነው,1,0,0,0,0,0
amh_dev_track1_2152,በኦሮሞ pp እጅ ካሉት በላይ አስፈሪ የሆነ የለም። ሃላፊነት የሚሰማቸው ፍጡራን አይደሉም ?,0,1,1,0,0,0
amh_dev_track1_2153,የጥላቻ ንግግር በግለሰቦች ላይ ከፍተኛ ተጽዕኖ ያሳድራል ይህም ወደ ፍርሃት፣ ጭንቀት እና መገለል እንዲያመሩ ያደርጋል። የጥላቻ ንግግር የሚያስከትለውን ጉዳት በመገንዘብ በህብረተ,0,0,0,0,0,0
amh_dev_track1_2154,ይችን ጠማማ ጊዜዋን የሚያሳጥር እንዴት ጠፋ አደገኛ ዘረኛ ናት ይሰመርበት,1,1,0,0,0,0
amh_dev_track1_2155,አለምነህ ዋሴ ምርጥ ይሁዳዊ ጋዜጠኛ በርታልን እኔ የኛ ሰው መሆንክን ባወቅሁበት ወቅት ከዛሬ 22 ዓመት በፊት የተሰማኝ ደሰታ ቃላቶች አይገጡትም ,0,0,0,0,1,0
amh_dev_track1_2156,ከፅንፈኛው ሁሉ ኬኛ የኦርሞ ሀይልች ኦሮሙማ እነግ በቢለዋ እያረደ ከተማ በጠሪሪ ፀሀይ ሲያቃጥል ሲያወዴም አይተናል በህዝብ ላይ ጦርነት ያወጀ ባንዲራ የሚያቃጥል ከዚህ የከፋ የለም  አማራ ከግብፅ ጋር መተባበር ከ150አመታት በኋላ ሊያጠፋው ቆርጦ የመጣውን የኦርሞ ሀይል ለመደምሰስ አማራጭ የለውም ሁሉም ሲቀር ይቀራል,0,1,0,0,0,0
amh_dev_track1_2157,ኢትዮጵያ መከራ ውስጥ እንደሆነች ይታወቃል አንተን የመሰለ የሳር ውስጥ እባብ ወልዳ ግን ጊዜው ሲደርስ ይጠፋል ይቀጠቀጣል እባቡ,1,1,0,0,0,0
amh_dev_track1_2158,በምናየው ስራ ደስ ብሎናል ሀገራችን ገብተን በስደት ያለንበትን ሀገር ዜጋ ሀገራችንን እንዲጎበኙ እና እኛ ደሀዎች እንዳልሆንን እኛ ሳንናገር ሀገራችንን በአይናቸው አይተው እራሳቸው የሚመሰክሩበት ጊዜ ያምጣልን በርቱ መሪ እንዲህ ሰርቶ ሲያሰራን ነው በሀገራችን ተስፋችን የምትለመልመው,0,0,0,0,1,0
amh_dev_track1_2159,እዚህ አገር ያሉት ክርስቲያኖች ለሙስሊም ከፍተኛ ጥላቻ ስላላቸው ኢስራኤልን ይደግፋሉ ፍልስጤም ውስጥ ስላላሉት ክርስትያኖች እና ስለሚፈርሰው ቤተ ክርስቲያኖች እንኳን ግድ የላቸውም ከእምነታቸው በላይ ጥላቻው ስለሚያሸንፋቸው,1,1,0,0,0,0
amh_dev_track1_2160,የግዜ ጉዳይ ነው ግፈኛ ወራሪ አንገቱን ይደፈል,1,0,0,0,0,0
amh_dev_track1_2161,ልጃቸውን በስለት ለቤተ ክርስቲያን የሰጡት ፊሊፒንሳዊው የኢትዮጵያ ኦርቶዶክስ ተዋህዶ ካህን,0,0,0,0,1,0
amh_dev_track1_2162,አንተ ሰውዬ ሙስሊሞች ላይ ጥላቻ እንዳለህ ያስታውቃል አድላዊ ነህ የሕፃናት እንባ ምላስ ህን ይቆልፈው,1,1,0,0,0,0
amh_dev_track1_2163,ሽብርተኝነትና ሽብር ገዳፊ ከምድ ገፅ ይጥፋ አሜን,0,0,0,0,0,0
amh_dev_track1_2164,ሲያሰኛቹ ፎቶሾፕ ናቸው ብላቹ ትክዷቹሃላቹ ሲያሰኛቹ ደሞ ጥሩ ግጣም ናቹ ?,1,0,0,0,0,0
amh_dev_track1_2165,ለነገሩ እናት ከከከፋች ባዳ ምንም ቢያደርግ አይገርመኝም ሰዉ ግን ሁሉን የሚያየዉን እግዚአብሔርን ፈርተዉ ችግረኛን ሲያገኝ ባይጨቁን ምስኪኑን ባያስለቅስ መልካም ነዉ,1,0,0,1,0,0
amh_dev_track1_2166,Yeab Sera ይህ ከሲኦል አምልጦ ወደ ምድር የተላከ የጋኔል ዲቃላ የሚመስል ከንቱ,0,1,0,0,0,0
amh_dev_track1_2167,አንዱን በአንዱ ላይ የማነሳሳት በሽታ የያዛችሁ ጽንፈኞች እባካችሁ ለዚህዝብ ሰላም ስጡ ሰዎችን ስሜታዊ እያረጋችሁ አገሪቷን ችግር ውስጥ አትክተቱ በሬ ወለደ ወሬህን እዛው መንደርህ ውስጥ ተጫወተው!,1,0,0,0,0,0
amh_dev_track1_2168,ናሪንዬ ስንት መከራ አይተሽ ነው እዚህ የደረሽው,0,0,0,1,0,0
amh_dev_track1_2169,አንድ ሰው ለዛች ለተጨነቀች ሴት ብሎ ቢያስበኝ ሀሳቤ ይሳካልና አትለፉኝ ጭንቅ ብሎኛል አለ አይደል ነገሮች ተደራርበውብኛል የሚነገርው ከአጠገቤ ሰው የለም የእውነት የሚያዳምጠይኝ ሰው ፈለኩኝ አብዛኞቹ የማቃቸው ሰው የተሻለ ሀገር ስለኖሩክ ችግር ጭንቀት ያለብኝ አልመስላቸውም ስለነሱ ነው የሚያወሩኝ ,0,0,1,1,0,0
amh_dev_track1_2170,ምን አይነት ፅናትና ትግስት ነው ያደለሽ እህቴ በስመአብ 😭😭😭 በጣም ያማል እግዚአብሔር አብዝቶ ያጠንክርሽ,0,0,0,1,0,0
amh_dev_track1_2171,ስለ እኛ ምማልደው ኢየሱስ ክርስቶስ ብቻ ነው,0,0,0,0,0,0
amh_dev_track1_2172,አንተ ስው ቢዝነስ ጅመርክ እንዴ አክብርሀለው ግን ሳልስማው ስማሁት ንግግግርህን,0,0,0,0,0,0
amh_dev_track1_2173,እየረፈደ ነዉ! የዐማራ ደም ይጮሃል! ግፋችሁ ቋንቅ አለን አንገፈገፈን! አሁንም ሺህ አመት ስለመንገስ ታወራላችሁ! የፍርሃታችሁን ቆፈን ለማስወገድ ብሽሽቅን ትመርጣላችሁ! ይልቁንስ በ,1,1,0,1,0,0
amh_dev_track1_2174,አውስትራሊያዊው ገበሬ ሊበላው የነበረን አዞ በጥርሱ ነክሶ ነፍሱን አተረፈ,0,0,0,0,0,1
amh_dev_track1_2175,አሁን የኢትዮጵያ ዋናው ስጋት ማነው  ይህን ያህል የጦር መሳሪያ ግዢ እሽቅድምድም ምንድነው ,0,0,0,0,0,0
amh_dev_track1_2176,ይገርማሉ በጣም ግን ዝም ብሎ ብር የሚልክ አለ እንዴ እንደነሱ ሁሉም ሰው ጀዝባ ይመስላቸዋል ደሞ ፍቅር ይዞኛል ስጦታ መላክ ፈልጋለው ብለው ሰውን ማጃጃጃል የሚፈልጉት ጅላንፎችስ,0,1,0,0,0,0
amh_dev_track1_2177,ምን አለ ኦሮምኛን ችዬ በዝ ድንቅ መዝመር ጌታን ባመልክ ለነገሩ አሁንም ረክቻለሁ!?,0,0,0,0,1,0
amh_dev_track1_2178,የኢትዮጵያ አብዮት 50 ዓመት ኢዮቤልዩ በዓልን የመዘከር ፋይዳ,0,0,0,0,0,0
amh_dev_track1_2179,የግድ እኮ መደገፍ አይጠበቅብህም ግድያን እየደገፍክ በዜጎች ስቃይ እየተሳለቅክ እንደሆነ እወቅ,1,0,0,0,0,0
amh_dev_track1_2180,ነፍስሽን እግዚአብሔር ያሳርፍ የኔ ድንቅ ኢትዮጵያ ዘሪቱ በቀለ!,0,0,0,1,0,0
amh_dev_track1_2181,በርታ ኢትዮጵያዊ ስም ቢኖረው ጥሩ ነበር,0,0,0,0,1,0
amh_dev_track1_2182,በጠቅላይ ሚንስትር ወንበር ላይ ድንገት የተቀመጠው ድርዮ ባለፈው ሰሞን እኮ ኢትዮጽያ ውስጥ ደግሞ ምን ሞት አለ አሜሪካንን ስላላያችሁ ነው ማለቱን አልሰማህም ማለት ነው።,1,0,0,0,0,0
amh_dev_track1_2183,እግዚአብሔር በተለይ እማራ ሕዝብ ግእፍ እቤትህ ይግባ ያቺ ሆዳም ሚስትህ ካንተ ጋር እብራ መኖራ የሚገርም ነው ። እደ እስስት በየግዜው ስተቀያ,1,1,0,0,0,0
amh_dev_track1_2184,ሐማስ፣ እስራኤል እና ምዕራባውያንን የተቹት የሳዑዲው ልዑል ለምን አነጋጋሪ ሆኑ?,0,0,0,0,0,0
amh_dev_track1_2185,ምንም እንኳ በሁለተኛ ደረጃ ትቤት ቢቋቋምም ትምህርት ቤቶች ግን ዘግተው ቁጭ ብለዋል ድንገት supervision ያስፈልጋል !,0,0,0,0,0,0
amh_dev_track1_2186,ያንተ ንግግር አጠቃላይ ከእውነታው ይልቅ ፖሮፓ ጋንዳው ያመዘነ ነው አንተ ከተናገርከው ውስጥ ተክክለኛው የፓለስቲናዊያን ሞት ብቻ ነው ከዚህ በተረፈ የትናንትናው ወ 4የሚጠጉ ባለስልጣናት መግለጫ የሰጡበትና ናትናይሁ ጋዜጣዊ ውይይቱ ከብዶዎቸው በንዴት ሲንጨረጨሩ ነበር ከዚህ ሌላ የእስራኤል ህዝቦች የወጡትን የተቋሞ ሰልፍ ለመግለፅ የከበደክ ይመስላል ከዚህ ሌላ የባለፈው ቅዳሜ የቶክስ አቁም መኖሩን የረሳክ ይመስላል በአጠቃላይ በአየር ድብደባው,1,0,0,0,0,0
amh_dev_track1_2187,ፈጣሪ ጨምሮ ፍቅር ይስጥህ የዚህ ሁ ሉ መሠረቱ ፍቅር ነው ሥንት አይነት ወንድ አለ በየቤቱ የአንተን ቀና ልቡ ይሥጣቸው,0,0,0,0,1,0
amh_dev_track1_2188,አሁን ካለዉ ህዝብ በሀሳብ መቅደም መከራ ነዉ አንተ የገባህበት ትግል እንደዛ ነዉ,0,1,0,0,0,0
amh_dev_track1_2189,Seife Girmay ታድያ ስለ ጦርነት ካልሆነ ምን ታውቃላችሁ።,1,1,0,0,0,0
amh_dev_track1_2190,ኦሮሞ ጊዜ እኮ አዲስ ክስተት ነው ትግራይ ግን በመከራችን ጊዜ በጦርነቱ አልጠየቃችሁኝም ነው ብለው ነው የተለዩት ስለዚህ አንድ እይደለም የሁለቱ ጉዳዮች,0,0,0,0,0,0
amh_dev_track1_2191,ዋው ጥያቄ መልስ ጀዋር በስሎል እኔ አምኝው አላቅም በንግግሩ አሁንላይ ስክን ያለ ይመስላል እሱን ያሰከነ አምላክ አብይንም ያስክን እና ሀገራችን ሰላም ሆና በሰላም ወተን በሰላም ኡፈይ ብለን ያለምንም ስጋት እምንኖር ያድርገን ክፍል ሁለት እንጠብቃለን,0,0,0,0,1,0
amh_dev_track1_2192,ኢትዮጲ መንግስት እስረኤልን ከደገፈ ኢትዮጲያ ትልቅ ጦርነት ይነሳል,0,0,1,0,0,0
amh_dev_track1_2193,ይሄ ሁሉ ስቃይ የእውነት ነው ያረቢ ለነገሩ ሀገራችን አሁን ያለችበት ስቃይ ልክ እዴዚህ አይዴል,0,0,0,1,0,0
amh_dev_track1_2194,በጣም ቆንጆ ፕሮግራም ነበረ ሶሰቱም በጣም የገባቸዉ እንቁዬ ልጆቻችን ናቸዉ እንዲህ አይነቱ እንቁ ጭንቅላቶች በዘፈቀድ አይገኙም ሲገኙ እንደ አልማዝ አይተን መጠቀሙ የኛ ፋንታ ነዉ ጋዜጠኛዉ የተሰጠህ ፲ ደቂቃ ለያንዳንዳቸዉ ሰለሆነ ጥሩ መልሰ አቶ ሙሉጌታ እየመለሱ አቆረጠኸዋል በሱ ልጀምርልህ አንድ ፓሰፖርት ሲፈቀድ አቶ ወንዶሰን ንጉሴ እንዳለዉ ሱማሌ አልሸባብ ይመጡብናል ካሰብን እነሱን ብቻ መከልከል እንችላለን  ነገርግን አሁንም visa,0,0,0,0,1,0
amh_dev_track1_2195,ጉሉሩ እና ኡመር ፍቅር ውስጥ ሲሆኑ እኔ ከፍቅረኛየ ጋር የሆንኩ ይመስለኛል የለኝም እኮ,0,0,0,0,1,0
amh_dev_track1_2196,አብይ አህመድ አሊ መጀመሪያ ወደ ስልጣን ስናመጣዎት የዘረኛውን መለስ ዜናዊ ማኒፌስቶ እና ህልም እንዲያስቀጥሉ ሳሆን ሀገራችንን ከዘር ቋት እንዲያወጧት ነበር እርሶ የራሶት ጉድፍ ማየት ካልቻሉ ሀገሪቷን በጎሳ በጎጥ በብሄር ከፋፍለው እየመሩ እርሶ የዘረኞች የጠባቦች  የጎጠኞች ንጉስ ሆነው ሳለ እንዴት መልካም ነገር ሊነገሩን ሊያስተምሩን ይችላሉ  መጀመሪያ መቅደም ያለበት ይቅደም እርሶም ስራው ስላልቻሉት ይልቀቁ  እራሱ በ,1,1,0,0,0,0
amh_dev_track1_2197,አየራም አንቺ የተሳሳተ መረጃ ስታሰራጪ ሃገር እንደ ፈረሰ ሽብር ወሬ ስሰክሺ ዝም አልን አሁን ደሞ ሌላ,0,1,0,0,0,0
amh_dev_track1_2198,ዝቅተኛ የተሽከርካሪዎች ቁጥር ባላት ኢትዮጵያ ከፍተኛ የትራፊክ አደጋ ለምን?,0,0,0,1,0,0
amh_dev_track1_2199,በጣም ያማል ያንቺስ ታሪክ ኡፍፍፍ 😭💔,0,0,0,1,0,0
amh_dev_track1_2200,ምትገርም ሰው ነህ  አትዮጵያ ውስጥ ስላልው አንድ ቅን አትዝግብም ደድብ ነህ,1,1,0,0,0,0
amh_dev_track1_2201,የሚገርም ሰማያዊ ቃና ያለው የምስጋና ድምፅ ነው ዝማሬ መላእክት ያሰማልን።,0,0,0,0,1,1
amh_dev_track1_2202,ሰውዬው ደንግጦ አያውቅም አንተን ሲለማመጥህ እውነት መሰለህ ትዕግስት ፍርሀት አይደለም?,1,0,0,0,0,0
amh_dev_track1_2203,የላኩትን ሊንክ ክፈቱት በጣም ያሳዝናል ፖለስቲንያን በጦርነቱ እንዴት እንደሚኖሩ የሚያሳይ ነው,0,0,0,1,0,0
amh_dev_track1_2204,በእነት የፕራንክም ልክ መሁን አለበት እኔለራሱ መጀመራያ እወነት መሱሎኝ ደንግጬ ነበረ ገነ ፕራን መሆኑ ጡሩ ነው በሌክ አሬጉ ለማንኛዉሜ ፍቅርቺህን ፈጣሪ ያዝልቅላቹህ ይቸፈመቻህ,0,0,0,0,0,0
amh_dev_track1_2205,ወይኔ ምኑን ጉደ አሰማኝ እእእ የናት ጭካኔ 😭😭😭,0,0,0,1,0,0
amh_dev_track1_2206,በየቦታው ሳይራራቅ የቆሻሻ መጣያ ብቀመጥ ያንን ተከታትሎ በትዋትና ማታ በመኪና ሰብስበው ቆሻሻ ምጥስልበት ቦታ የሚወስድ ግሩፕ company ብኖር ብቀጠሩ ገንዘብ ለማስዋብ እንደምወጣ ለፅዳትም ብመደብ ለዘላቂ ንፅህና ይጠቅማል ባይ ነኝ,0,0,0,0,0,0
amh_dev_track1_2207,ክክክኮኮኮ ለባይደን ብሎ ዱንታወችን ፈታቸው ፈሪ,0,1,0,0,0,0
amh_dev_track1_2208,ለመኖሪያ ቤት ኪራይ ቀብድ ግማሽ ሚሊዮን ብር የሚጠየቅባት ከተማ,0,0,0,1,0,0
amh_dev_track1_2209,እጁ በደም የተጨማለቀዉ ኣብይ ኣንድ ሚልዮን የገዛ ራሱ ህዝብ ገድሎ ስያበቃ ኣሁን ደሞ የስልጣን ዘመኑ ለማራዘም ሌላ ጦርነት እያካሄደ ይገኛል ,0,1,0,0,0,0
amh_dev_track1_2210,የአእምሮ ቀውስ ያለብህ ነህን እንዳበደ ውሻ በየቲውቡ ከምትክለፈለፍ የሚያንፅ ስራ ስራ ሰው ሁን,1,1,0,0,0,0
amh_dev_track1_2211,ይሄን ድምፅ፣ እንዚህን ቃላቶች የት ነው ያማውቃቸው ብዬ ሳስብ ፣ መልሱ ድንገት ብልጭ አለልኝ። ከአምስት አመት በፊት የሰፈራችን የነዋሪዎች ፎረም ሰብሳቢ የነበረ ጥርብ ኢህአዴግ ትዝ አለኝ ።,0,1,0,0,0,0
amh_dev_track1_2212,ይህ የቀድሞ የግብፅ ከፍተኛ ባለስልጣን የተናገረው ነገር የሚነግረን አንድ እውነት አለ። ከዚህ ቀውስ ጀርባ የህዝቧን ግፊት እና እርምጃ ውስድ ውሳኔን ለማግኘት ይህን ብጥብጥ ሆን ብለ,1,0,0,0,0,0
amh_dev_track1_2213,በህውሃት ግዜ ማ ለእንዳንተ አይነት ነበት ዘረኛ ደካማ ቅናተኛ ከፋፋፋይ ወንጀለኛ ነበር መብት የማይሰጠው,1,1,0,0,0,0
amh_dev_track1_2214,በጽሑፋቹ ፕት ኢሰይያስ ተቆጡ ብላቹ ርእስ የሰጣቹት በጣም ያሳዝናል  የሰው ቀልብ ለመሳብ ብላቹ ነው  ስለ ተኣማኒነታችሁ ግን ደንታ ቢሶች ናችሁ  ለናንተ መሸቀል ማለት  ውሸትን ኣሽሞንሙኖ ማቅረብ ነው እንዴ   ሰላምን ስበኩ,1,0,0,1,0,0
amh_dev_track1_2215,የሚኒሊክ ስም ሲነሳ የሚከፋው ስላለ ለጊዜው የሚኒሊክን ስም አናነሳም የምትሉ መስሎኝ ነበር። ጥሩ ላይ ናቹ።,0,0,0,0,1,0
amh_dev_track1_2216,ለሱ የፀጉር ቁርጡ በቂ ነውባይሆን አንቺ እንደ Arsenal የዋንጫ ተስፋ ድንገት ጠፋሽሳ?,0,0,0,0,0,0
amh_dev_track1_2217,አብየት ሽለላ አፈሙዝ አቅንተክ ጠላት ብታባርርር ምን ትሆን ነበር አዝግ ሁላ,0,1,0,0,0,0
amh_dev_track1_2218,አሰላሙ አለይኩም ወራህመቱላህ ወንድሜ ወላሂ በጣም ነው ኧምወድህ  ለአላህ ብዬ አንተ ላይ ጠብቄ ያጣሁት ነገር ቢኖር በሆነ አጋጣሚ በህይወቴ አንዴ ብቻ ጅማን ከተማ በረገጥኩበት እና በመንገዴ ያየሁት የሥራ ፈቱ ጫት ቃሚ ብዛት ሳይ ወይኔ የአባ ጅፋር ሀገር ወይኔ የጀበሉ ልጅ ሀገር ጫት በሚባል መሳሪያ ራሱን በራሱ ሲያጠፋ ሌላው ቢቀር በጠቃሜ ብዕርክ በጣፋጭ አንደበትክ አላህ በሰጠክ ኒዕማእውቀትለምን ችላ አልካቸው አሥብበት ወንድምክ አብዱረሂ,0,0,0,0,1,0
amh_dev_track1_2219,አካል ጉዳተኞች በዐይናቸው መጫወት የሚችሉት አዲሱ የሙዚቃ መሣሪያ,0,0,0,0,0,0
amh_dev_track1_2220,ሀብትሽ እየሩሳለም እና ምናላቸው ማረሚያ ቤት ነው የምንከታተለው አይዟችሁ እንላለን ከ1ክላስ ከመቶ በላይ ታራሚ ነው ያለው ነገር ግን አንድ ታራሚ ያለ አይመስልም ሁሉም ምስጥ ብሎ እየተከታተላችሁ ነው ድል ለኢትዮጵያ በርቱልን💪💪💪,0,0,0,0,1,0
amh_dev_track1_2221,የናቴን ቀሚሥ አለበስኩ ሆኘነው አለች ጦጢት ይባላል።ለማንኛውም ጥሩ ዜና ዛሬ አመለጣችሁ 5000 km,0,0,0,0,1,0
amh_dev_track1_2222,ጠባብ ዘረኛ ስለሆናቹ ነው እንጂ ሰው ከልቡ ልስራ ቢልም ልታሰሩ ኣትችሉም እንጂ ኣሁንም ትግራይ ብዙ መለሶች ኣፍርታለች,1,1,0,0,0,0
amh_dev_track1_2223,ጋዜጠኛ አለም ንዋሴ እኛም ከድሮ ጀምሮ እናቀዋለን አሁን ግን ሚዛናዊ ጋዜጠኛ እንዳሎነ አወቅን ማንም ሊያስተባብለዉ አይችል ግልፅ ነዉ እየዘገበ ሳይሆን የግል ፍላጎቱን ነዉ እያካፈለ ያለዉ ያሳዝናል ይሄን የመሰለ ጋዜጠኛ የማይጠበቅበት ቦታ ተገኘ እሱ ታዉሯል አይገባዉም የእስራኤል ከፍተኛ መኮነን በሀማስ መገደሉን ምነው,0,1,0,1,0,0
amh_dev_track1_2224,ስሜታዊነት፣ ጥላቻና ግልብነት በፖለቲካው ብቻ ሳይሆን አሉን በምንላቸው የጋራ ሀብቶችና አሰባሳቢ እሴቶች ሁሉ አሉታዊ ጥላቸውን አጥልተዋል። መቼም ሲኖዶሱ የሰሞኑን ክስተት ድንገት የተ,1,0,0,0,0,0
amh_dev_track1_2225,ከልዩነት ሀይል የአንድነት ሀይል ይበልጣል ብል የአንድነት ተምሳሌት መሆኑን እያረጋገጠ ያለ ጀግና መሪ ወታደር ሲሆን ጀግና ወታደር አስታራቂ ሲሆን ምርጥ ሽማግሌ መሪነት ላ,0,0,0,0,1,0
amh_dev_track1_2226,አገባም አላገባም አልጋ ላይ መረሸኑ አይቀርም።,1,0,0,0,0,0
amh_dev_track1_2227,በ የሚመራው የመንግሥት ሳይሆን የማፊያ ጋንግስተር አደረጃጀት ነው ያለው በስርዓት ሳይሆን ጥቂት ብቃት በሌላቸው ትዕቢተኛ ግለሰቦች ስሜታዊ ውሳኒና ትዛዝ ነው ሀገርን ወደገደል እየከተቱ ያሉት,1,0,0,0,0,0
amh_dev_track1_2228,ሃገሪትዋ ውስጥ ቀውስ ካስገብዋት ሰዎች አንዱ አንተ ነበርክ አሁን ምንም እንዳላደረገ ጣትህን ሌላ ላይ መቀሰሩ ትንሽ አይከብድም,1,1,0,0,0,0
amh_dev_track1_2229,አብይ እና የሰበሰበው አውሬ ስብስብ በአደባባይ መሰቀል ይገባል,1,1,0,0,0,0
amh_dev_track1_2230,ተመለስ ልጄ ማቲዎስ 7:13 በጠበበበው ደጅ ግቡ፤ ወደ ጥፋት የሚወስደው ደጅ ሰፊ፥ መንገዱም ትልቅ ነውና፥ ወደ እርሱም የሚገቡ ብዙዎች ናቸው፤ 14 ወደ ሕይወት የሚወስደው ደጅ የጠበበበ፥ መንገዱም የቀጠነ ነውና፥ የሚያገኙትም ጥቂቶች ናቸው። 15 የበግ ለምድ ለብሰው ከሚመጡባችሁ በውሥጣቸው ግን ነጣቂዎች ተኵላዎች ከሆኑ ከሐሰተኞች ነቢያት ተጠንቀቁ። 16 ከፍሬያቸው ታውቋቸዋላችሁ። ከእሾህ ወይን ከኩርንችትስ በለስ ይለቀማልን? 17 እንዲሁ መ,0,0,0,0,0,0
amh_dev_track1_2231,ጥር 4፤2015ቻይና የፈጠረችዉን ስጋት ለመቀነስ ጃፓንና አሜሪካ የመከላከያ ትብብራቸዉን ለማጠናከር ተስማሙ BisratNews BisratFm China USA,0,0,0,0,0,0
amh_dev_track1_2232,ኡፍ ወይኔ የሰዉ ልጅ ጭካኔ የኔ ናት ለፈተና የተፈጠርሽ ልጅ ፈተናሽ በቃ ይበልሽ የኔ ማር እደዉ ምን አይነት እናት ናት ግን 😢😢😢,0,0,0,1,0,0
